abate;abates;is abateing:V
readmit;readmits;is readmitting:V
readvertise;readvertises;is readvertiseing:V
readvertize;readvertizes;is readvertizeing:V
readvise;readvises;is readviseing:V
read;reads;is readding:V
reaffiliate;reaffiliates;is reaffiliateing:V
reaggregate;reaggregates;is reaggregateing:V
reagitate;reagitates;is reagitateing:V
realign;realigns;is realignning:V
realise;realises;is realiseing:V
realize;realizes;is realizeing:V
realter;realters;is realtering:V
reamalgamate;reamalgamates;is reamalgamateing:V
reamend;reamends;is reamendding:V
reanchor;reanchors;is reanchoring:V
reannotate;reannotates;is reannotateing:V
reappeal;reappeals;is reappealling:V
reapplaud;reapplauds;is reapplaudding:V
reapply;reapplys;is reapplying:V
reapprehend;reapprehends;is reapprehendding:V
reapproach;reapproachs;is reapproaching:V
reapprove;reapproves;is reapproveing:V
reap;reaps;is reaping:V
rearbitrate;rearbitrates;is rearbitrateing:V
reargue;reargues;is reargueing:V
rearm;rearms;is rearmming:V
rearouse;rearouses;is rearouseing:V
rearticulate;rearticulates;is rearticulateing:V
reascend;reascends;is reascendding:V
reason;reasons;is reasonning:V
reassemble;reassembles;is reassembleing:V
reassimilate;reassimilates;is reassimilateing:V
reassociate;reassociates;is reassociateing:V
reassort;reassorts;is reassortting:V
reast;reasts;is reastting:V
reattach;reattachs;is reattaching:V
reattack;reattacks;is reattacking:V
reaudit;reaudits;is reauditting:V
reave;reaves;is reaveing:V
reawaken;reawakens;is reawakenning:V
reawake;reawakes;is reawakeing:V
reawoke;reawokes;is reawokeing:V
rebalance;rebalances;is rebalanceing:V
rebank;rebanks;is rebanking:V
rebaptize;rebaptizes;is rebaptizeing:V
rebate;rebates;is rebateing:V
rebathe;rebathes;is rebatheing:V
rebellow;rebellows;is rebellowing:V
rebel;rebels;is rebelling:V
rebind;rebinds;is rebindding:V
rebleach;rebleachs;is rebleaching:V
reblend;reblends;is reblendding:V
reblister;reblisters;is reblistering:V
reboil;reboils;is reboilling:V
rebolt;rebolts;is reboltting:V
rebore;rebores;is reboreing:V
rebound;rebounds;is reboundding:V
rebrew;rebrews;is rebrewing:V
rebrighten;rebrightens;is rebrightenning:V
rebroaden;rebroadens;is rebroadenning:V
rebuckle;rebuckles;is rebuckleing:V
rebut;rebuts;is rebutting:V
recable;recables;is recableing:V
recampaign;recampaigns;is recampaignning:V
recant;recants;is recantting:V
recapitulate;recapitulates;is recapitulateing:V
recap;recaps;is recaping:V
recarve;recarves;is recarveing:V
recce;recces;is recceing:V
recchosen;recchosens;is recchosenning:V
recchose;recchoses;is recchoseing:V
receive;receives;is receiveing:V
recelebrate;recelebrates;is recelebrateing:V
recement;recements;is recementting:V
recentralize;recentralizes;is recentralizeing:V
recess;recesss;is recessing:V
recharge;recharges;is rechargeing:V
recheck;rechecks;is rechecking:V
rechoose;rechooses;is rechooseing:V
reciprocate;reciprocates;is reciprocateing:V
recircle;recircles;is recircleing:V
recirculate;recirculates;is recirculateing:V
recite;recites;is reciteing:V
reckon;reckons;is reckonning:V
reck;recks;is recking:V
recline;reclines;is reclineing:V
recoagulate;recoagulates;is recoagulateing:V
recoil;recoils;is recoilling:V
recollect;recollects;is recollectting:V
recombine;recombines;is recombineing:V
recomb;recombs;is recombing:V
recommence;recommences;is recommenceing:V
recommit;recommits;is recommitting:V
recompound;recompounds;is recompoundding:V
reconcentrate;reconcentrates;is reconcentrateing:V
recondense;recondenses;is recondenseing:V
reconfer;reconfers;is reconfering:V
reconform;reconforms;is reconformming:V
reconnoitre;reconnoitres;is reconnoitreing:V
reconsider;reconsiders;is reconsidering:V
reconsolidate;reconsolidates;is reconsolidateing:V
reconsult;reconsults;is reconsultting:V
recontact;recontacts;is recontactting:V
recontemplate;recontemplates;is recontemplateing:V
recontest;recontests;is recontestting:V
reconvene;reconvenes;is reconveneing:V
recook;recooks;is recooking:V
recool;recools;is recoolling:V
record;records;is recordding:V
recoup;recoups;is recouping:V
recreate;recreates;is recreateing:V
recross;recrosss;is recrossing:V
recruit;recruits;is recruitting:V
recrystallize;recrystallizes;is recrystallizeing:V
rectify;rectifys;is rectifying:V
recurve;recurves;is recurveing:V
recur;recurs;is recuring:V
recut;recuts;is recutting:V
red-pencil;red-pencils;is red-pencilling:V
redate;redates;is redateing:V
redden;reddens;is reddenning:V
reddle;reddles;is reddleing:V
redd;redds;is reddding:V
redeal;redeals;is redealling:V
redebate;redebates;is redebateing:V
redecay;redecays;is redecaying:V
redecide;redecides;is redecideing:V
redecline;redeclines;is redeclineing:V
redecorate;redecorates;is redecorateing:V
redefeat;redefeats;is redefeatting:V
redeliberate;redeliberates;is redeliberateing:V
redemonstrate;redemonstrates;is redemonstrateing:V
redeploy;redeploys;is redeploying:V
redeposit;redeposits;is redepositting:V
redepreciate;redepreciates;is redepreciateing:V
redescend;redescends;is redescendding:V
redesert;redeserts;is redesertting:V
redesign;redesigns;is redesignning:V
redetermine;redetermines;is redetermineing:V
redictate;redictates;is redictateing:V
redifferentiate;redifferentiates;is redifferentiateing:V
rediffuse;rediffuses;is rediffuseing:V
redig;redigs;is rediging:V
redilate;redilates;is redilateing:V
redip;redips;is rediping:V
redischarge;redischarges;is redischargeing:V
redisperse;redisperses;is redisperseing:V
redispute;redisputes;is redisputeing:V
redissolve;redissolves;is redissolveing:V
redistinguish;redistinguishs;is redistinguishing:V
redivide;redivides;is redivideing:V
redivorce;redivorces;is redivorceing:V
redock;redocks;is redocking:V
redominate;redominates;is redominateing:V
redouble;redoubles;is redoubleing:V
redo;redos;is redoing:V
redraft;redrafts;is redraftting:V
redrawn;redrawns;is redrawnning:V
redraw;redraws;is redrawing:V
redrew;redrews;is redrewing:V
redrill;redrills;is redrillling:V
redriven;redrivens;is redrivenning:V
redrive;redrives;is redriveing:V
redrove;redroves;is redroveing:V
redry;redrys;is redrying:V
reduce;reduces;is reduceing:V
redug;redugs;is reduging:V
reduplicate;reduplicates;is reduplicateing:V
reef;reefs;is reefing:V
reel;reels;is reelling:V
reembark;reembarks;is reembarking:V
reencounter;reencounters;is reencountering:V
reengage;reengages;is reengageing:V
reenlarge;reenlarges;is reenlargeing:V
reenunciate;reenunciates;is reenunciateing:V
reevacuate;reevacuates;is reevacuateing:V
reeve;reeves;is reeveing:V
reexchange;reexchanges;is reexchangeing:V
reexercise;reexercises;is reexerciseing:V
reexpand;reexpands;is reexpandding:V
reexperience;reexperiences;is reexperienceing:V
reexplore;reexplores;is reexploreing:V
refederalize;refederalizes;is refederalizeing:V
refederate;refederates;is refederateing:V
refeel;refeels;is refeelling:V
refer;refers;is refering:V
reffelt;reffelts;is reffeltting:V
reffrozen;reffrozens;is reffrozenning:V
reffroze;reffrozes;is reffrozeing:V
refile;refiles;is refileing:V
refill;refills;is refillling:V
refine;refines;is refineing:V
refire;refires;is refireing:V
refit;refits;is refitting:V
reflate;reflates;is reflateing:V
reflect;reflects;is reflectting:V
reflex;reflexs;is reflexing:V
refloat;refloats;is refloatting:V
reflow;reflows;is reflowing:V
reflux;refluxs;is refluxing:V
refocus;refocuss;is refocusing:V
refold;refolds;is refoldding:V
refracture;refractures;is refractureing:V
refract;refracts;is refractting:V
refreeze;refreezes;is refreezeing:V
refresh;refreshs;is refreshing:V
refrigerate;refrigerates;is refrigerateing:V
refry;refrys;is refrying:V
reft;refts;is reftting:V
refuel;refuels;is refuelling:V
refuge;refuges;is refugeing:V
refund;refunds;is refundding:V
regamble;regambles;is regambleing:V
regard;regards;is regardding:V
regather;regathers;is regathering:V
regave;regaves;is regaveing:V
regear;regears;is regearing:V
regelate;regelates;is regelateing:V
regenerate;regenerates;is regenerateing:V
regerminate;regerminates;is regerminateing:V
regiment;regiments;is regimentting:V
regiven;regivens;is regivenning:V
regive;regives;is regiveing:V
regradate;regradates;is regradateing:V
regraft;regrafts;is regraftting:V
regress;regresss;is regressing:V
regret;regrets;is regretting:V
regrew;regrews;is regrewing:V
regrind;regrinds;is regrindding:V
regrip;regrips;is regriping:V
reground;regrounds;is regroundding:V
regroup;regroups;is regrouping:V
regrown;regrowns;is regrownning:V
regrow;regrows;is regrowing:V
regurgitate;regurgitates;is regurgitateing:V
reharden;rehardens;is rehardenning:V
reharvest;reharvests;is reharvestting:V
rehaul;rehauls;is rehaulling:V
reheard;reheards;is reheardding:V
rehearse;rehearses;is rehearseing:V
rehear;rehears;is rehearing:V
reheat;reheats;is reheatting:V
rehidden;rehiddens;is rehiddenning:V
rehide;rehides;is rehideing:V
rehid;rehids;is rehidding:V
rehumanize;rehumanizes;is rehumanizeing:V
reice;reices;is reiceing:V
reify;reifys;is reifying:V
reilluminate;reilluminates;is reilluminateing:V
reimport;reimports;is reimportting:V
reimpose;reimposes;is reimposeing:V
rein in;rein ins;is rein inning:V
reincarnate;reincarnates;is reincarnateing:V
reincline;reinclines;is reinclineing:V
reincorporate;reincorporates;is reincorporateing:V
reincrease;reincreases;is reincreaseing:V
reindulge;reindulges;is reindulgeing:V
reinfiltrate;reinfiltrates;is reinfiltrateing:V
reinflame;reinflames;is reinflameing:V
reinflate;reinflates;is reinflateing:V
reinherit;reinherits;is reinheritting:V
reinoculate;reinoculates;is reinoculateing:V
reinquire;reinquires;is reinquireing:V
reinspire;reinspires;is reinspireing:V
reintegrate;reintegrates;is reintegrateing:V
reinterpret;reinterprets;is reinterpretting:V
reinterrogate;reinterrogates;is reinterrogateing:V
reinterrupt;reinterrupts;is reinterruptting:V
reintrench;reintrenchs;is reintrenching:V
reinvestigate;reinvestigates;is reinvestigateing:V
reinvite;reinvites;is reinviteing:V
reissue;reissues;is reissueing:V
reject;rejects;is rejectting:V
rejig;rejigs;is rejiging:V
rejoice;rejoices;is rejoiceing:V
rejoin;rejoins;is rejoinning:V
rejudge;rejudges;is rejudgeing:V
rejuvenesce;rejuvenesces;is rejuvenesceing:V
rekindle;rekindles;is rekindleing:V
reknit;reknits;is reknitting:V
reknock;reknocks;is reknocking:V
reknot;reknots;is reknotting:V
relace;relaces;is relaceing:V
reland;relands;is relandding:V
relativize;relativizes;is relativizeing:V
relax;relaxs;is relaxing:V
relay;relays;is relaying:V
relearn;relearns;is relearnning:V
relet;relets;is reletting:V
relevel;relevels;is relevelling:V
relight;relights;is relightting:V
reliquefy;reliquefys;is reliquefying:V
reliquidate;reliquidates;is reliquidateing:V
relisten;relistens;is relistenning:V
reload;reloads;is reloadding:V
rely;relys;is relying:V
remain;remains;is remainning:V
remake;remakes;is remakeing:V
remark;remarks;is remarking:V
remarry;remarrys;is remarrying:V
remasticate;remasticates;is remasticateing:V
rematch;rematchs;is rematching:V
rematerialize;rematerializes;is rematerializeing:V
rematriculate;rematriculates;is rematriculateing:V
remember;remembers;is remembering:V
remend;remends;is remendding:V
remerge;remerges;is remergeing:V
remingle;remingles;is remingleing:V
remit;remits;is remitting:V
remix;remixs;is remixing:V
remobilize;remobilizes;is remobilizeing:V
remodify;remodifys;is remodifying:V
remold;remolds;is remoldding:V
remould;remoulds;is remouldding:V
remount;remounts;is remountting:V
remove;removes;is removeing:V
remultiply;remultiplys;is remultiplying:V
renationalize;renationalizes;is renationalizeing:V
rendezvous;rendezvouss;is rendezvousing:V
rend;rends;is rendding:V
renege;reneges;is renegeing:V
reneutralize;reneutralizes;is reneutralizeing:V
renew;renews;is renewing:V
rent;rents;is rentting:V
reobserve;reobserves;is reobserveing:V
reoffend;reoffends;is reoffendding:V
reoffer;reoffers;is reoffering:V
reoil;reoils;is reoilling:V
reorchestrate;reorchestrates;is reorchestrateing:V
reoxidise;reoxidises;is reoxidiseing:V
reoxidize;reoxidizes;is reoxidizeing:V
repack;repacks;is repacking:V
repark;reparks;is reparking:V
repatch;repatchs;is repatching:V
repatriate;repatriates;is repatriateing:V
repay;repays;is repaying:V
repeat;repeats;is repeatting:V
repel;repels;is repelling:V
repent;repents;is repentting:V
replay;replays;is replaying:V
replead;repleads;is repleadding:V
replevin;replevins;is replevinning:V
replevy;replevys;is replevying:V
replicate;replicates;is replicateing:V
replunge;replunges;is replungeing:V
reply;replys;is replying:V
repolish;repolishs;is repolishing:V
report;reports;is reportting:V
repose;reposes;is reposeing:V
repot;repots;is repotting:V
repremise;repremises;is repremiseing:V
reprint;reprints;is reprintting:V
reprise;reprises;is repriseing:V
reprobe;reprobes;is reprobeing:V
reproduce;reproduces;is reproduceing:V
reprogram;reprograms;is reprogramming:V
reproject;reprojects;is reprojectting:V
repromise;repromises;is repromiseing:V
repropose;reproposes;is reproposeing:V
reprotest;reprotests;is reprotestting:V
reprovision;reprovisions;is reprovisionning:V
repugn;repugns;is repugnning:V
repunish;repunishs;is repunishing:V
repurify;repurifys;is repurifying:V
requalify;requalifys;is requalifying:V
requicken;requickens;is requickenning:V
require;requires;is requireing:V
reradiate;reradiates;is reradiateing:V
rerank;reranks;is reranking:V
reran;rerans;is reranning:V
rerate;rerates;is rerateing:V
reread;rereads;is rereadding:V
rereel;rereels;is rereelling:V
reregister;reregisters;is reregistering:V
rerisen;rerisens;is rerisenning:V
rerise;rerises;is reriseing:V
reroll;rerolls;is rerollling:V
rerose;reroses;is reroseing:V
reroute;reroutes;is rerouteing:V
rerun;reruns;is rerunning:V
resaddle;resaddles;is resaddleing:V
resalute;resalutes;is resaluteing:V
resat;resats;is resatting:V
resawn;resawns;is resawnning:V
rescue;rescues;is rescueing:V
research;researchs;is researching:V
reseason;reseasons;is reseasonning:V
resecure;resecures;is resecureing:V
resegregate;resegregates;is resegregateing:V
resell;resells;is resellling:V
reseparate;reseparates;is reseparateing:V
resettle;resettles;is resettleing:V
reset;resets;is resetting:V
reshaken;reshakens;is reshakenning:V
reshake;reshakes;is reshakeing:V
resharpen;resharpens;is resharpenning:V
reshave;reshaves;is reshaveing:V
reshew;reshews;is reshewing:V
reshift;reshifts;is reshiftting:V
reshine;reshines;is reshineing:V
reshook;reshooks;is reshooking:V
reshoot;reshoots;is reshootting:V
reshorten;reshortens;is reshortenning:V
reshower;reshowers;is reshowering:V
reshow;reshows;is reshowing:V
reshut;reshuts;is reshutting:V
resicken;resickens;is resickenning:V
resignal;resignals;is resignalling:V
resign;resigns;is resignning:V
resimmer;resimmers;is resimmering:V
resist;resists;is resistting:V
resit;resits;is resitting:V
resoak;resoaks;is resoaking:V
resoften;resoftens;is resoftenning:V
resolder;resolders;is resoldering:V
resold;resolds;is resoldding:V
resolicit;resolicits;is resolicitting:V
resolidify;resolidifys;is resolidifying:V
resolve;resolves;is resolveing:V
resonate;resonates;is resonateing:V
respecify;respecifys;is respecifying:V
respire;respires;is respireing:V
respond;responds;is respondding:V
resprang;resprangs;is respranging:V
respray;resprays;is respraying:V
respread;respreads;is respreadding:V
resprinkle;resprinkles;is resprinkleing:V
resshot;resshots;is resshotting:V
restab;restabs;is restabing:V
restain;restains;is restainning:V
restamp;restamps;is restamping:V
restart;restarts;is restartting:V
restipulate;restipulates;is restipulateing:V
restir;restirs;is restiring:V
restraighten;restraightens;is restraightenning:V
restrengthen;restrengthens;is restrengthenning:V
restricken;restrickens;is restrickenning:V
