abate;abates;is abating:Verb
reason;reasons;is reasoning:Transitive_Verb
reassert;reasserts;is reasserting:Transitive_Verb
reassess;reassesss;is reassessing:Transitive_Verb
reassign;reassigns;is reassigning:Transitive_Verb
reassist;reassists;is reassisting:Transitive_Verb
reassume;reassumes;is reassumeing:Transitive_Verb
reassure;reassures;is reassureing:Transitive_Verb
reattain;reattains;is reattaining:Transitive_Verb
reattempt;reattempts;is reattempting:Transitive_Verb
reattest;reattests;is reattesting:Transitive_Verb
reattire;reattires;is reattireing:Transitive_Verb
reattract;reattracts;is reattracting:Transitive_Verb
reauthenticate;reauthenticates;is reauthenticateing:Transitive_Verb
reauthorize;reauthorizes;is reauthorizeing:Transitive_Verb
reave;reaves;is reaveing:Transitive_Verb
reavow;reavows;is reavowing:Transitive_Verb
rebait;rebaits;is rebaiting:Transitive_Verb
rebake;rebakes;is rebakeing:Transitive_Verb
rebale;rebales;is rebaleing:Transitive_Verb
rebandage;rebandages;is rebandageing:Transitive_Verb
rebate;rebates;is rebateing:Transitive_Verb
rebend;rebends;is rebending:Transitive_Verb
rebent;rebents;is rebenting:Transitive_Verb
rebill;rebills;is rebillling:Transitive_Verb
reblock;reblocks;is reblocking:Transitive_Verb
reboard;reboards;is reboarding:Transitive_Verb
rebore;rebores;is reboreing:Transitive_Verb
rebote;rebotes;is reboteing:Transitive_Verb
rebrace;rebraces;is rebraceing:Transitive_Verb
rebrand;rebrands;is rebranding:Transitive_Verb
rebroadcast;rebroadcasts;is rebroadcasting:Transitive_Verb
rebrush;rebrushs;is rebrushing:Transitive_Verb
rebudget;rebudgets;is rebudgeting:Transitive_Verb
rebuff;rebuffs;is rebuffing:Transitive_Verb
rebuild;rebuilds;is rebuilding:Transitive_Verb
rebuke;rebukes;is rebukeing:Transitive_Verb
rebury;reburys;is reburying:Transitive_Verb
rebutton;rebuttons;is rebuttoning:Transitive_Verb
recage;recages;is recageing:Transitive_Verb
recalculate;recalculates;is recalculateing:Transitive_Verb
recalk;recalks;is recalking:Transitive_Verb
recall;recalls;is recallling:Transitive_Verb
recancel;recancels;is recancelling:Transitive_Verb
recane;recanes;is recaneing:Transitive_Verb
recapitalize;recapitalizes;is recapitalizeing:Transitive_Verb
recapitulate;recapitulates;is recapitulateing:Transitive_Verb
recapture;recaptures;is recaptureing:Transitive_Verb
recarpet;recarpets;is recarpeting:Transitive_Verb
recarry;recarrys;is recarrying:Transitive_Verb
recast;recasts;is recasting:Transitive_Verb
recatalogue;recatalogues;is recatalogueing:Transitive_Verb
recatalog;recatalogs;is recataloging:Transitive_Verb
recategorize;recategorizes;is recategorizeing:Transitive_Verb
recaution;recautions;is recautioning:Transitive_Verb
receipt;receipts;is receipting:Transitive_Verb
recensor;recensors;is recensoring:Transitive_Verb
recertify;recertifys;is recertifying:Transitive_Verb
recess;recesss;is recessing:Transitive_Verb
rechallenge;rechallenges;is rechallengeing:Transitive_Verb
rechannel;rechannels;is rechannelling:Transitive_Verb
recharter;recharters;is rechartering:Transitive_Verb
rechart;recharts;is recharting:Transitive_Verb
rechristen;rechristens;is rechristening:Transitive_Verb
recite;recites;is reciteing:Transitive_Verb
reckon;reckons;is reckoning:Transitive_Verb
reclaim;reclaims;is reclaimming:Transitive_Verb
reclasp;reclasps;is reclasping:Transitive_Verb
reclass;reclasss;is reclassing:Transitive_Verb
recleanse;recleanses;is recleanseing:Transitive_Verb
reclean;recleans;is recleaning:Transitive_Verb
reclimb;reclimbs;is reclimbing:Transitive_Verb
reclothe;reclothes;is reclotheing:Transitive_Verb
recoat;recoats;is recoating:Transitive_Verb
recode;recodes;is recodeing:Transitive_Verb
recodify;recodifys;is recodifying:Transitive_Verb
recognise;recognises;is recogniseing:Transitive_Verb
recognize;recognizes;is recognizeing:Transitive_Verb
recoin;recoins;is recoining:Transitive_Verb
recolonise;recolonises;is recoloniseing:Transitive_Verb
recolonize;recolonizes;is recolonizeing:Transitive_Verb
recolor;recolors;is recoloring:Transitive_Verb
recolour;recolours;is recolouring:Transitive_Verb
recomfort;recomforts;is recomforting:Transitive_Verb
recommend;recommends;is recommending:Transitive_Verb
recommission;recommissions;is recommissioning:Transitive_Verb
recompare;recompares;is recompareing:Transitive_Verb
recompensate;recompensates;is recompensateing:Transitive_Verb
recompense;recompenses;is recompenseing:Transitive_Verb
recompile;recompiles;is recompileing:Transitive_Verb
recompose;recomposes;is recomposeing:Transitive_Verb
recompute;recomputes;is recomputeing:Transitive_Verb
reconceal;reconceals;is reconcealling:Transitive_Verb
reconcile;reconciles;is reconcileing:Transitive_Verb
recondemn;recondemns;is recondemning:Transitive_Verb
recondition;reconditions;is reconditioning:Transitive_Verb
reconduct;reconducts;is reconducting:Transitive_Verb
reconfine;reconfines;is reconfineing:Transitive_Verb
reconfirm;reconfirms;is reconfirmming:Transitive_Verb
reconfiscate;reconfiscates;is reconfiscateing:Transitive_Verb
reconfront;reconfronts;is reconfronting:Transitive_Verb
reconfuse;reconfuses;is reconfuseing:Transitive_Verb
reconnect;reconnects;is reconnecting:Transitive_Verb
reconnoiter;reconnoiters;is reconnoitering:Transitive_Verb
reconquer;reconquers;is reconquering:Transitive_Verb
reconsecrate;reconsecrates;is reconsecrateing:Transitive_Verb
reconsign;reconsigns;is reconsigning:Transitive_Verb
reconsole;reconsoles;is reconsoleing:Transitive_Verb
reconstitute;reconstitutes;is reconstituteing:Transitive_Verb
reconstruct;reconstructs;is reconstructing:Transitive_Verb
recontract;recontracts;is recontracting:Transitive_Verb
reconvert;reconverts;is reconverting:Transitive_Verb
reconvict;reconvicts;is reconvicting:Transitive_Verb
recopy;recopys;is recopying:Transitive_Verb
recorrect;recorrects;is recorrecting:Transitive_Verb
recostume;recostumes;is recostumeing:Transitive_Verb
recost;recosts;is recosting:Transitive_Verb
recounsel;recounsels;is recounselling:Transitive_Verb
recount;recounts;is recounting:Transitive_Verb
recoup;recoups;is recouping:Transitive_Verb
recover;recovers;is recovering:Transitive_Verb
recrate;recrates;is recrateing:Transitive_Verb
recriticize;recriticizes;is recriticizeing:Transitive_Verb
recrown;recrowns;is recrowning:Transitive_Verb
recruit;recruits;is recruiting:Transitive_Verb
recrystallise;recrystallises;is recrystalliseing:Transitive_Verb
recultivate;recultivates;is recultivateing:Transitive_Verb
recycle;recycles;is recycleing:Transitive_Verb
red-dog;red-dogs;is red-doging:Transitive_Verb
redact;redacts;is redacting:Transitive_Verb
redamage;redamages;is redamageing:Transitive_Verb
redare;redares;is redareing:Transitive_Verb
redarn;redarns;is redarning:Transitive_Verb
redebit;redebits;is redebiting:Transitive_Verb
redeceive;redeceives;is redeceiveing:Transitive_Verb
redeclare;redeclares;is redeclareing:Transitive_Verb
rededicate;rededicates;is rededicateing:Transitive_Verb
redeem;redeems;is redeemming:Transitive_Verb
redefine;redefines;is redefineing:Transitive_Verb
redefy;redefys;is redefying:Transitive_Verb
redelegate;redelegates;is redelegateing:Transitive_Verb
redelete;redeletes;is redeleteing:Transitive_Verb
redeliver;redelivers;is redelivering:Transitive_Verb
redemand;redemands;is redemanding:Transitive_Verb
redeny;redenys;is redenying:Transitive_Verb
redescribe;redescribes;is redescribeing:Transitive_Verb
redesignate;redesignates;is redesignateing:Transitive_Verb
redevelop;redevelops;is redeveloping:Transitive_Verb
rede;redes;is redeing:Transitive_Verb
redid;redids;is rediding:Transitive_Verb
redigest;redigests;is redigesting:Transitive_Verb
redintegrate;redintegrates;is redintegrateing:Transitive_Verb
redirect;redirects;is redirecting:Transitive_Verb
redisburse;redisburses;is redisburseing:Transitive_Verb
rediscipline;redisciplines;is redisciplineing:Transitive_Verb
rediscover;rediscovers;is rediscovering:Transitive_Verb
rediscuss;rediscusss;is rediscussing:Transitive_Verb
redisinfect;redisinfects;is redisinfecting:Transitive_Verb
redismiss;redismisss;is redismissing:Transitive_Verb
redispatch;redispatchs;is redispatching:Transitive_Verb
redisplay;redisplays;is redisplaying:Transitive_Verb
redispose;redisposes;is redisposeing:Transitive_Verb
redissect;redissects;is redissecting:Transitive_Verb
redistill;redistills;is redistillling:Transitive_Verb
redistribute;redistributes;is redistributeing:Transitive_Verb
redistrict;redistricts;is redistricting:Transitive_Verb
redivert;rediverts;is rediverting:Transitive_Verb
redocket;redockets;is redocketing:Transitive_Verb
redocument;redocuments;is redocumenting:Transitive_Verb
redone;redones;is redoneing:Transitive_Verb
redound;redounds;is redounding:Transitive_Verb
redraft;redrafts;is redrafting:Transitive_Verb
redress;redresss;is redressing:Transitive_Verb
redrug;redrugs;is redruging:Transitive_Verb
redust;redusts;is redusting:Transitive_Verb
redye;redyes;is redyeing:Transitive_Verb
reearn;reearns;is reearning:Transitive_Verb
reedify;reedifys;is reedifying:Transitive_Verb
reedit;reedits;is reediting:Transitive_Verb
reeducate;reeducates;is reeducateing:Transitive_Verb
reef;reefs;is reefing:Transitive_Verb
reeject;reejects;is reejecting:Transitive_Verb
reek;reeks;is reeking:Transitive_Verb
reel off;reel offs;is reel offing:Transitive_Verb
reelect;reelects;is reelecting:Transitive_Verb
reelevate;reelevates;is reelevateing:Transitive_Verb
reel;reels;is reelling:Transitive_Verb
reembellish;reembellishs;is reembellishing:Transitive_Verb
reembody;reembodys;is reembodying:Transitive_Verb
reembrace;reembraces;is reembraceing:Transitive_Verb
reemit;reemits;is reemiting:Transitive_Verb
reemphasize;reemphasizes;is reemphasizeing:Transitive_Verb
reemploy;reemploys;is reemploying:Transitive_Verb
reem;reems;is reemming:Transitive_Verb
reenact;reenacts;is reenacting:Transitive_Verb
reenclose;reencloses;is reencloseing:Transitive_Verb
reencourage;reencourages;is reencourageing:Transitive_Verb
reendorse;reendorses;is reendorseing:Transitive_Verb
reendow;reendows;is reendowing:Transitive_Verb
reenergize;reenergizes;is reenergizeing:Transitive_Verb
reenforce;reenforces;is reenforceing:Transitive_Verb
reengrave;reengraves;is reengraveing:Transitive_Verb
reengross;reengrosss;is reengrossing:Transitive_Verb
reenjoin;reenjoins;is reenjoining:Transitive_Verb
reenjoy;reenjoys;is reenjoying:Transitive_Verb
reenlighten;reenlightens;is reenlightening:Transitive_Verb
reenslave;reenslaves;is reenslaveing:Transitive_Verb
reenter;reenters;is reentering:Transitive_Verb
reentrance;reentrances;is reentranceing:Transitive_Verb
reenumerate;reenumerates;is reenumerateing:Transitive_Verb
reequip;reequips;is reequiping:Transitive_Verb
reerect;reerects;is reerecting:Transitive_Verb
reestablish;reestablishs;is reestablishing:Transitive_Verb
reestimate;reestimates;is reestimateing:Transitive_Verb
reevaluate;reevaluates;is reevaluateing:Transitive_Verb
reevidence;reevidences;is reevidenceing:Transitive_Verb
rexamine;rexamines;is rexamineing:Transitive_Verb
rexcavate;rexcavates;is rexcavateing:Transitive_Verb
rexecute;rexecutes;is rexecuteing:Transitive_Verb
rexhibit;rexhibits;is rexhibiting:Transitive_Verb
rexpel;rexpels;is rexpelling:Transitive_Verb
rexperiment;rexperiments;is rexperimenting:Transitive_Verb
rexplain;rexplains;is rexplaining:Transitive_Verb
rexplicate;rexplicates;is rexplicateing:Transitive_Verb
rexpose;rexposes;is rexposeing:Transitive_Verb
rexpress;rexpresss;is rexpressing:Transitive_Verb
reface;refaces;is refaceing:Transitive_Verb
refamiliarize;refamiliarizes;is refamiliarizeing:Transitive_Verb
refashion;refashions;is refashioning:Transitive_Verb
refasten;refastens;is refastening:Transitive_Verb
refect;refects;is refecting:Transitive_Verb
referee;referees;is refereeing:Transitive_Verb
reference;references;is referenceing:Transitive_Verb
refertilize;refertilizes;is refertilizeing:Transitive_Verb
refer;refers;is refering:Transitive_Verb
refilm;refilms;is refilmming:Transitive_Verb
refilter;refilters;is refiltering:Transitive_Verb
refinance;refinances;is refinanceing:Transitive_Verb
refind;refinds;is refinding:Transitive_Verb
refine;refines;is refineing:Transitive_Verb
refinish;refinishs;is refinishing:Transitive_Verb
refix;refixs;is refixing:Transitive_Verb
reflectorize;reflectorizes;is reflectorizeing:Transitive_Verb
reflect;reflects;is reflecting:Transitive_Verb
reflex;reflexs;is reflexing:Transitive_Verb
reforecast;reforecasts;is reforecasting:Transitive_Verb
reforfeit;reforfeits;is reforfeiting:Transitive_Verb
reforge;reforges;is reforgeing:Transitive_Verb
reformulate;reformulates;is reformulateing:Transitive_Verb
reform;reforms;is reformming:Transitive_Verb
refortify;refortifys;is refortifying:Transitive_Verb
reforward;reforwards;is reforwarding:Transitive_Verb
refract;refracts;is refracting:Transitive_Verb
reframe;reframes;is reframeing:Transitive_Verb
refreshen;refreshens;is refreshening:Transitive_Verb
refresh;refreshs;is refreshing:Transitive_Verb
refrustrate;refrustrates;is refrustrateing:Transitive_Verb
refund;refunds;is refunding:Transitive_Verb
refurbish;refurbishs;is refurbishing:Transitive_Verb
refurnish;refurnishs;is refurnishing:Transitive_Verb
refuse;refuses;is refuseing:Transitive_Verb
refute;refutes;is refuteing:Transitive_Verb
regain;regains;is regaining:Transitive_Verb
regale;regales;is regaleing:Transitive_Verb
regalvanize;regalvanizes;is regalvanizeing:Transitive_Verb
regard;regards;is regarding:Transitive_Verb
regarment;regarments;is regarmenting:Transitive_Verb
regarnish;regarnishs;is regarnishing:Transitive_Verb
regarrison;regarrisons;is regarrisoning:Transitive_Verb
regauge;regauges;is regaugeing:Transitive_Verb
regenerate;regenerates;is regenerateing:Transitive_Verb
regild;regilds;is regilding:Transitive_Verb
regiment;regiments;is regimenting:Transitive_Verb
regionalize;regionalizes;is regionalizeing:Transitive_Verb
regird;regirds;is regirding:Transitive_Verb
register;registers;is registering:Transitive_Verb
reglaze;reglazes;is reglazeing:Transitive_Verb
reglorify;reglorifys;is reglorifying:Transitive_Verb
reglue;reglues;is reglueing:Transitive_Verb
regorge;regorges;is regorgeing:Transitive_Verb
regovern;regoverns;is regoverning:Transitive_Verb
regrab;regrabs;is regrabing:Transitive_Verb
regrade;regrades;is regradeing:Transitive_Verb
regrant;regrants;is regranting:Transitive_Verb
regraph;regraphs;is regraphing:Transitive_Verb
regrasp;regrasps;is regrasping:Transitive_Verb
regrate;regrates;is regrateing:Transitive_Verb
regrease;regreases;is regreaseing:Transitive_Verb
regreet;regreets;is regreeting:Transitive_Verb
regress;regresss;is regressing:Transitive_Verb
regroup;regroups;is regrouping:Transitive_Verb
reguarantee;reguarantees;is reguaranteeing:Transitive_Verb
reguide;reguides;is reguideing:Transitive_Verb
regularize;regularizes;is regularizeing:Transitive_Verb
regulate;regulates;is regulateing:Transitive_Verb
rehabilitate;rehabilitates;is rehabilitateing:Transitive_Verb
rehammer;rehammers;is rehammering:Transitive_Verb
rehandle;rehandles;is rehandleing:Transitive_Verb
rehang;rehangs;is rehanging:Transitive_Verb
reharmonize;reharmonizes;is reharmonizeing:Transitive_Verb
reharness;reharnesss;is reharnessing:Transitive_Verb
rehash;rehashs;is rehashing:Transitive_Verb
rehearse;rehearses;is rehearseing:Transitive_Verb
reheat;reheats;is reheating:Transitive_Verb
reheel;reheels;is reheelling:Transitive_Verb
rehem;rehems;is rehemming:Transitive_Verb
rehinge;rehinges;is rehingeing:Transitive_Verb
rehire;rehires;is rehireing:Transitive_Verb
rehone;rehones;is rehoneing:Transitive_Verb
rehonor;rehonors;is rehonoring:Transitive_Verb
rehospitalize;rehospitalizes;is rehospitalizeing:Transitive_Verb
rehumiliate;rehumiliates;is rehumiliateing:Transitive_Verb
rehung;rehungs;is rehunging:Transitive_Verb
rehypnotize;rehypnotizes;is rehypnotizeing:Transitive_Verb
rehypothecate;rehypothecates;is rehypothecateing:Transitive_Verb
reidentify;reidentifys;is reidentifying:Transitive_Verb
